,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,West Wendover,US,40.7391,-114.0733,25.81,63,75,17.27,broken clouds
472,Naantali,FI,60.4674,22.0243,31.86,93,0,3.44,clear sky
473,Manutuke,NZ,-38.6833,177.9167,73.24,64,64,10.63,broken clouds
474,Tagusao,PH,9.1924,117.8141,78.53,82,100,9.15,heavy intensity rain
475,Tura,IN,25.5198,90.2201,70.3,31,0,1.25,clear sky
476,Talas,TR,38.6908,35.5538,14.67,86,75,0.0,broken clouds
477,Amapa,BR,1.0,-52.0,71.51,99,100,2.33,overcast clouds
478,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,0.16,84,57,5.03,broken clouds
479,Pacific Grove,US,36.6177,-121.9166,48.65,75,40,25.01,scattered clouds
480,Tete,MZ,-16.1564,33.5867,75.29,100,40,0.0,scattered clouds
481,Moindou,NC,-21.6924,165.677,77.14,71,92,7.45,overcast clouds
482,Lalmohan,BD,22.3384,90.7419,70.21,32,0,4.94,clear sky
483,Hamada,JP,34.8833,132.0833,36.32,77,100,16.69,light rain
484,Port Hedland,AU,-20.3167,118.5667,96.85,49,17,16.11,few clouds
485,Padang,ID,-0.9492,100.3543,80.65,68,100,2.91,light rain
486,Altay,CN,47.8667,88.1167,12.06,81,78,3.74,broken clouds
487,Tra Vinh,VN,9.9347,106.3453,85.44,52,66,15.21,broken clouds
488,Aswan,EG,24.0934,32.907,49.3,49,0,9.22,clear sky
489,Hengyang,CN,26.8881,112.615,46.94,58,9,5.7,clear sky
490,Heilbad Heiligenstadt,DE,51.3833,10.1333,36.99,91,0,3.0,clear sky
491,Fort Nelson,CA,58.8053,-122.7002,0.99,78,40,3.44,scattered clouds
492,Korcula,HR,42.9622,17.1369,48.25,61,0,7.99,clear sky
493,Ahmadpur,IN,18.7,76.9333,72.41,16,10,3.56,clear sky
494,Pachino,IT,36.7186,15.0907,50.56,74,0,5.64,clear sky
495,Raudeberg,NO,61.9875,5.1352,44.87,74,96,16.37,overcast clouds
496,Panaba,MX,21.2833,-88.2667,71.31,76,0,13.38,clear sky
497,Playa Vicente,MX,17.8333,-95.8167,73.02,77,0,0.58,clear sky
498,Portland,US,45.5234,-122.6762,42.78,86,75,5.99,broken clouds
499,Rapid Valley,US,44.0625,-103.1463,22.59,74,100,37.98,overcast clouds
500,Tshikapa,CD,-6.4167,20.8,69.6,97,100,1.48,light rain
501,Corpus Christi,US,27.8006,-97.3964,69.89,86,75,12.66,haze
502,Inta,RU,66.0317,60.1659,15.33,95,99,8.46,light snow
503,Vardo,NO,70.3705,31.1107,37.38,81,75,25.32,broken clouds
504,Kirensk,RU,57.7853,108.1119,7.75,90,98,5.48,overcast clouds
505,Saquena,PE,-4.6667,-73.5167,73.81,97,100,1.63,moderate rain
506,Buraydah,SA,26.326,43.975,46.85,52,78,8.75,broken clouds
507,Tromso,NO,69.6496,18.957,39.38,87,100,23.02,overcast clouds
508,Lavrentiya,RU,65.5833,-171.0,-16.65,90,77,7.81,broken clouds
509,Amga,RU,60.8953,131.9608,-12.95,93,99,1.81,overcast clouds
510,Waipawa,NZ,-41.4122,175.5153,58.68,90,100,17.11,overcast clouds
511,Krasnyy Yar,RU,46.5331,48.3456,30.13,91,100,7.65,overcast clouds
512,Luwuk,ID,-0.9516,122.7875,90.37,56,88,1.12,overcast clouds
513,Acworth,US,34.0659,-84.6769,62.17,47,0,5.75,clear sky
514,Duluth,US,46.7833,-92.1066,38.55,93,100,16.11,moderate rain
515,Tomatlan,MX,19.9333,-105.25,64.83,72,0,1.59,clear sky
516,Liusha,CN,27.2098,108.59,41.83,59,7,6.02,clear sky
517,Cabo San Lucas,MX,22.8909,-109.9124,66.51,67,40,3.44,scattered clouds
518,Cuamba,MZ,-14.8031,36.5372,68.07,98,100,3.87,overcast clouds
519,Tooele,US,40.5308,-112.2983,25.84,72,100,17.0,light snow
520,Flinders,AU,-34.5833,150.8552,78.06,65,40,10.56,scattered clouds
521,Khasan,RU,42.4308,130.6434,18.97,41,0,14.09,clear sky
522,Morgan City,US,29.6994,-91.2068,69.01,100,100,12.66,overcast clouds
523,Guane,CU,22.2025,-84.0875,66.33,91,0,5.97,clear sky
524,Monastyrshchina,RU,54.3496,31.838,20.03,94,88,9.28,overcast clouds
525,Porto Walter,BR,-8.2686,-72.7439,73.24,97,100,1.83,overcast clouds
526,Vargem Grande,BR,-3.5431,-43.9158,73.9,96,100,2.68,overcast clouds
527,Rambouillet,FR,48.5833,1.9167,39.63,75,48,4.0,scattered clouds
528,Takoradi,GH,4.8845,-1.7554,78.76,89,99,6.49,moderate rain
529,Kashan,IR,33.9831,51.4364,38.79,93,100,4.61,mist
530,Mufulira,ZM,-12.5498,28.2407,61.23,94,100,4.47,overcast clouds
531,Ola,RU,59.5833,151.2833,5.14,78,100,10.96,overcast clouds
532,Kitzingen,DE,49.7333,10.1667,33.48,68,0,2.66,clear sky
533,Samarinda,ID,-0.5,117.15,84.63,73,91,2.42,overcast clouds
534,Yellandu,IN,17.6,80.3333,74.55,16,15,4.27,few clouds
535,Truro,GB,50.2653,-5.0544,50.76,93,75,12.66,broken clouds
536,Cascais,PT,38.6979,-9.4215,58.51,90,100,21.0,light rain
537,Kabinda,CD,-6.1333,24.4833,65.91,93,100,3.42,light rain
538,Araouane,ML,18.9048,-3.5265,70.47,20,17,12.57,few clouds
539,Chippewa Falls,US,44.9369,-91.3929,39.97,95,100,14.97,moderate rain
540,La Ronge,CA,55.1001,-105.2842,-1.95,65,100,2.3,light snow
541,Leshukonskoye,RU,64.8989,45.7622,-9.29,100,100,0.72,overcast clouds
542,Vung Tau,VN,10.346,107.0843,79.74,67,97,11.18,overcast clouds
543,Hofn,IS,64.2539,-15.2082,38.16,68,45,15.46,scattered clouds
544,Bandarbeyla,SO,9.4942,50.8122,74.03,76,35,12.37,scattered clouds
545,Sarevere,EE,58.79,25.4281,31.86,95,93,3.85,overcast clouds
546,Erenhot,CN,43.6475,111.9767,24.76,32,71,6.53,broken clouds
547,Omboue,GA,-1.5746,9.2618,75.25,92,100,2.06,moderate rain
548,Arroio Grande,BR,-32.2375,-53.0869,70.0,93,100,1.83,overcast clouds
549,Terney,RU,45.0503,136.6092,13.51,45,2,11.07,clear sky
550,Ginir,ET,7.1333,40.7,55.33,34,3,1.61,clear sky
551,Bud,US,39.447,-86.1758,53.67,79,100,19.98,overcast clouds
552,Honiara,SB,-9.4333,159.95,85.82,71,86,6.22,overcast clouds
553,Tangkak,MY,2.2673,102.5453,79.88,86,100,5.7,overcast clouds
554,Inuvik,CA,68.3499,-133.7218,-19.34,73,20,5.75,few clouds
555,Manicore,BR,-5.8092,-61.3003,75.0,96,100,2.71,overcast clouds
556,Puri,IN,19.8,85.85,66.72,31,0,10.45,clear sky
557,Rudnichnyy,RU,59.617,52.4703,8.04,99,100,2.04,overcast clouds
558,Rockport,US,28.0206,-97.0544,69.82,100,0,9.22,mist
559,Hamilton,US,39.1834,-84.5333,60.75,56,40,10.36,light rain
560,Itarema,BR,-2.9248,-39.9167,77.85,87,100,8.99,overcast clouds
561,Verkhnyaya Inta,RU,65.9811,60.3094,14.99,95,100,7.54,light snow
562,Dryden,CA,49.7833,-92.7503,34.09,80,100,12.66,light snow
563,Agadez,NE,19.75,10.25,51.89,31,24,12.68,few clouds
564,Wufeng,CN,27.45,104.8333,33.17,91,100,3.83,overcast clouds
565,Malanje,AO,-9.5402,16.341,63.73,96,99,5.39,overcast clouds
566,Defiance,US,41.3334,-84.45,53.08,54,75,11.5,moderate rain
567,Marevo,RU,57.3146,32.0804,18.61,99,99,2.8,overcast clouds
568,Awbari,LY,26.5921,12.7805,44.56,62,4,7.94,clear sky
569,Tonota,BW,-21.4833,27.4833,68.5,93,100,11.83,light rain
570,Svetlogorsk,BY,52.6333,29.7333,26.85,84,87,8.79,overcast clouds
571,Henties Bay,NA,-22.116,14.2845,63.23,93,97,7.27,overcast clouds
572,Honningsvag,NO,70.9821,25.9704,42.55,75,75,28.77,light rain
573,Santona,ES,43.4439,-3.4576,58.93,70,99,7.02,overcast clouds
574,Curillo,CO,1.0333,-75.9191,73.04,96,87,1.74,overcast clouds
575,Kazachinskoye,RU,57.6953,93.2761,-4.56,99,99,3.49,overcast clouds
576,Mossendjo,CG,-2.9506,12.7261,69.22,98,100,2.33,moderate rain
577,Ewa Beach,US,21.3156,-158.0072,80.55,57,75,17.27,broken clouds
578,Tabas,IR,33.5959,56.9244,43.02,100,100,2.3,overcast clouds
579,Odweyne,SO,9.4092,45.064,63.09,50,26,6.35,scattered clouds
580,Pietarsaari,FI,63.65,22.6833,30.99,91,20,5.77,few clouds
581,Skelleftea,SE,64.7507,20.9528,32.0,100,20,4.61,few clouds
582,Aleksandrov Gay,RU,50.147,48.5704,25.61,94,100,10.83,overcast clouds
583,Denpasar,ID,-8.65,115.2167,80.26,94,40,13.8,scattered clouds
584,Alpena,US,45.0617,-83.4327,43.12,65,40,10.36,scattered clouds
585,Chililabombwe,ZM,-12.3648,27.8229,60.62,93,100,4.14,overcast clouds
586,Nueva Guinea,NI,11.6876,-84.4562,67.66,93,2,6.78,clear sky
587,Enshi,CN,30.3,109.4833,47.5,71,100,2.68,overcast clouds
588,Salto,UY,-31.3833,-57.9667,75.02,77,100,3.89,overcast clouds
589,Hare Bay,CA,48.8499,-54.0148,26.2,94,100,23.26,snow
590,Houston,US,29.7633,-95.3633,72.09,74,40,11.5,scattered clouds
591,Caravelas,BR,-17.7125,-39.2481,77.05,82,25,6.29,scattered clouds
592,San Rafael,AR,-34.6177,-68.3301,70.27,28,10,5.01,clear sky
593,Hirara,JP,24.8,125.2833,61.07,67,75,25.32,broken clouds
594,Chokwe,MZ,-24.5333,32.9833,72.79,96,5,3.04,clear sky
595,Pierre,US,44.3683,-100.351,29.86,76,100,34.52,light snow
596,Ndele,CF,8.4109,20.6473,72.46,26,100,4.59,overcast clouds
597,Dali,CN,25.7,100.1833,61.39,31,0,1.74,clear sky
598,Kundiawa,PG,-6.0167,144.9667,72.39,79,100,0.47,overcast clouds
599,Svarstad,NO,59.399,9.9698,39.09,53,100,1.99,overcast clouds
600,Yeppoon,AU,-23.1333,150.7333,87.58,68,97,13.2,overcast clouds
601,Vagur,FO,61.4732,-6.8119,43.99,90,100,14.88,light rain
602,Muzhi,RU,65.3667,64.6667,-7.82,97,55,4.36,broken clouds
603,Conde,BR,-7.2597,-34.9075,78.26,94,40,6.91,scattered clouds
604,Sibolga,ID,1.7427,98.7792,83.26,65,100,1.39,overcast clouds
605,Jian,CN,27.1172,114.9793,49.21,63,30,6.33,scattered clouds
606,Temizhbekskiy,RU,45.442,41.0312,29.5,97,100,8.37,overcast clouds
607,Belaya Gora,RU,68.5333,146.4167,-37.1,95,98,1.88,overcast clouds
608,Bairiki,KI,1.3292,172.9752,86.0,70,40,9.22,scattered clouds
609,Abu Zabad,SD,12.35,29.25,61.02,23,7,18.23,clear sky
610,Liverpool,GB,53.4106,-2.9779,45.14,89,60,8.99,broken clouds
611,George Town,MY,5.4112,100.3354,80.53,89,20,0.0,few clouds
612,Faya,SA,18.3851,42.4509,57.72,32,100,8.46,overcast clouds
613,Husavik,IS,66.0449,-17.3389,32.9,74,52,8.16,broken clouds
614,Kavaratti,IN,10.5669,72.642,79.97,74,0,7.49,clear sky
615,Bubaque,GW,11.2833,-15.8333,76.66,69,86,10.65,overcast clouds
616,Krasnogvardeyskiy,RU,57.3793,62.3195,11.21,90,100,5.75,overcast clouds
617,Ixtapa,MX,20.7,-105.2,72.63,68,0,8.05,clear sky
618,Genhe,CN,50.7833,121.5167,6.19,85,100,3.04,overcast clouds
619,Serik,TR,36.9169,31.0989,47.75,56,0,10.6,clear sky
620,Burley,US,42.5357,-113.7928,26.56,93,100,6.91,light snow
621,Schruns,AT,47.0709,9.9475,37.6,100,0,9.8,clear sky
622,Cayenne,GF,4.9333,-52.3333,77.04,94,100,3.44,overcast clouds
623,Port Hardy,CA,50.6996,-127.4199,30.38,100,40,2.3,scattered clouds
624,Prince Rupert,CA,54.3161,-130.3201,35.29,75,100,20.71,overcast clouds
625,Phalaborwa,ZA,-23.943,31.1411,74.48,97,89,6.24,light rain
626,General Pico,AR,-35.6566,-63.7568,66.61,30,0,3.04,clear sky
627,Puerto Colombia,CO,10.9878,-74.9547,78.89,84,2,31.99,clear sky
628,Ulagan,RU,50.6321,87.9563,-0.36,87,100,1.03,overcast clouds
629,Tabou,CI,4.423,-7.3528,79.18,86,50,5.21,scattered clouds
630,Gilbues,BR,-9.8317,-45.3439,76.48,60,12,3.27,few clouds
631,Elektrenai,LT,54.7667,24.6333,31.84,76,41,3.31,scattered clouds
632,Porto Velho,BR,-8.7619,-63.9039,77.05,94,20,1.14,few clouds
633,Okhotsk,RU,59.3833,143.3,-9.9,75,16,16.37,few clouds
634,Killybegs,IE,54.6333,-8.45,45.39,93,100,6.06,light rain
635,Cherskiy,RU,68.75,161.3,-35.79,96,52,4.23,broken clouds
636,Otradnaya,RU,44.3933,41.5206,28.31,96,100,5.08,light snow
637,Muros,ES,42.7762,-9.0603,51.67,89,67,8.88,broken clouds
638,Nadym,RU,65.5333,72.5167,-1.88,99,30,9.55,scattered clouds
639,Ha Giang,VN,22.8333,104.9833,63.01,77,100,2.44,overcast clouds
640,Perelyub,RU,51.8667,50.3667,19.04,94,100,11.34,overcast clouds
641,Stornoway,GB,58.2093,-6.3865,49.96,79,20,29.93,light rain
642,Karoi,ZW,-16.8099,29.6925,64.92,93,100,2.95,overcast clouds
643,Dori,BF,14.0354,-0.0345,70.75,21,0,11.77,clear sky
644,Gornoye Loo,RU,43.7129,39.6049,35.38,98,100,15.03,light snow
645,Nioro,GM,13.35,-15.75,77.79,26,80,10.13,broken clouds
646,Port Macquarie,AU,-31.4333,152.9167,77.9,55,100,6.44,overcast clouds
647,Chicama,PE,-7.8447,-79.1469,72.14,76,100,4.05,overcast clouds
648,Laela,TZ,-8.5667,32.05,60.12,91,100,3.0,overcast clouds
649,Kirakira,SB,-10.4544,161.9205,84.38,75,70,6.26,broken clouds
650,Yabrud,SY,33.9674,36.6574,29.88,80,18,2.62,few clouds
651,Karakol,KG,42.4907,78.3936,24.21,73,95,4.59,overcast clouds
652,Poli,TZ,-3.3333,36.8,61.07,77,20,0.0,few clouds
653,Villa Maria,AR,-32.4075,-63.2402,70.47,32,0,8.1,clear sky
654,Auki,SB,-8.7676,160.7034,83.05,78,96,3.71,overcast clouds
655,Forbes,AU,-33.3833,148.0167,92.91,24,0,2.37,clear sky
656,Eydhafushi,MV,5.1033,73.0708,79.97,70,0,13.91,clear sky
657,Owo,NG,7.1962,5.5868,70.11,27,6,2.44,clear sky
658,Lazurne,UA,46.084,32.5295,35.65,69,100,19.82,overcast clouds
659,Ahipara,NZ,-35.1667,173.1667,70.02,74,80,11.59,broken clouds
660,Tautira,PF,-17.7333,-149.15,80.55,77,50,8.55,light rain
661,Gaillac,FR,43.9016,1.8969,49.15,91,100,5.75,overcast clouds
662,Olga,RU,43.7444,135.2892,14.9,44,0,13.58,clear sky
663,Pires Do Rio,BR,-17.2997,-48.2794,69.75,81,38,1.97,scattered clouds
664,Manuk Mangkaw,PH,4.8,119.85,80.1,80,71,16.51,broken clouds
665,Bull Savanna,JM,17.8868,-77.5902,71.82,82,39,6.85,scattered clouds
666,Pramanta,GR,39.5231,21.1014,29.59,68,0,5.32,clear sky
667,Wattegama,LK,6.7989,81.4808,75.56,70,0,6.15,clear sky
668,Maues,BR,-3.3836,-57.7186,74.68,98,100,2.68,overcast clouds
669,Standerton,ZA,-26.9337,29.2415,62.62,98,33,3.33,scattered clouds
670,Asfi,MA,32.2994,-9.2372,57.33,88,99,7.83,light rain
671,Sucua,EC,-2.4667,-78.1667,68.58,96,67,2.8,broken clouds
672,Kashi,CN,39.4547,75.9797,34.81,75,100,11.18,overcast clouds
673,Gamba,GA,-2.65,10.0,76.19,87,100,3.04,moderate rain
674,Peterborough,GB,52.5736,-0.2478,40.87,100,100,3.44,overcast clouds
675,Labuhan,ID,-6.8844,112.2051,82.51,75,100,8.3,overcast clouds
676,Astoria,US,46.1879,-123.8313,39.85,77,0,3.44,clear sky
677,Outlook,CA,51.5001,-107.0513,2.23,96,9,4.74,clear sky
678,Nakamura,JP,32.9833,132.9333,47.48,43,54,1.79,broken clouds
679,Zhurivka,UA,50.5028,31.7849,27.14,89,88,14.14,overcast clouds
680,Newcastle,AU,-32.9272,151.7765,78.57,61,40,10.36,scattered clouds
681,Esmeraldas,BR,-19.7625,-44.3139,70.11,91,100,2.19,overcast clouds
682,Port Said,EG,31.2565,32.2841,53.58,76,40,13.8,light rain
683,Kloulklubed,PW,7.0419,134.2556,77.5,80,100,16.37,overcast clouds
684,Tsaratanana,MG,-16.7833,47.65,68.97,89,62,5.73,broken clouds
685,Umm Bab,QA,25.2142,50.8072,65.48,72,4,7.65,clear sky
686,Jizan,SA,17.3333,42.6667,72.54,75,95,4.27,overcast clouds
687,Hanzhong,CN,33.0728,107.0303,47.55,59,84,2.44,broken clouds
688,Seddon,AU,-37.8068,144.8916,90.68,40,0,14.97,clear sky
689,Kibre Mengist,ET,5.8833,38.9833,50.32,48,16,3.22,few clouds
690,Kieta,PG,-6.2167,155.6333,86.38,62,99,6.02,overcast clouds
691,Agropoli,IT,40.3469,14.9966,43.09,66,0,3.49,clear sky
692,Santa Cruz,BO,-17.8,-63.1667,76.46,88,40,14.97,scattered clouds
693,Birin,NP,26.8865,88.0718,57.07,36,0,3.0,clear sky
694,Batemans Bay,AU,-35.7167,150.1833,75.09,56,0,10.71,clear sky
695,Roebourne,AU,-20.7833,117.1333,97.12,33,76,13.06,broken clouds
696,Puerto Carreno,CO,6.189,-67.4859,79.81,71,57,7.0,broken clouds
697,Samarai,PG,-10.6167,150.6667,85.12,71,85,13.53,overcast clouds
698,Hlotse,LS,-28.8718,28.045,63.3,78,100,2.44,overcast clouds
699,Roshni-Chu,RU,43.0895,45.4544,29.35,61,100,1.92,overcast clouds
700,Puerto Escondido,MX,15.85,-97.0667,79.63,69,20,5.75,few clouds
701,Terrace,CA,54.5163,-128.6035,30.11,74,100,2.3,overcast clouds
702,Hurghada,EG,27.2574,33.8129,53.64,62,0,19.57,clear sky
703,Arrifes,PT,37.7667,-25.7,46.65,76,20,2.3,few clouds
704,Nata,PA,8.3333,-80.5167,75.47,80,6,12.21,clear sky
705,Grand Gaube,MU,-20.0064,57.6608,77.4,75,4,1.01,clear sky
706,Carinhanha,BR,-14.3047,-43.765,71.62,56,5,2.57,clear sky
707,Seminole,US,28.7086,-81.2081,68.09,82,0,4.61,clear sky
